,Lineups,Team,GP,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-
1,C. Paul - J. Okogie - L. Shamet - J. Landale - I. Wainright,PHX,1,89.5,0.0,0.0,150.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,-300.0
2,M. Bridges - J. Landale - C. Johnson - S. Lee - I. Wainright,PHX,1,88.3,150.0,50.0,100.0,50.0,0.0,0.0,0.0,50.0,100.0,50.0,50.0,50.0,100.0,50.0,0.0,0.0,0.0,0.0,50.0,50.0,-100.0
3,C. Paul - B. Biyombo - T. Craig - M. Bridges - J. Okogie,PHX,2,85.1,160.0,40.0,200.0,20.0,20.0,80.0,25.0,60.0,80.0,75.0,120.0,40.0,160.0,40.0,0.0,0.0,0.0,20.0,40.0,60.0,80.0
4,B. Biyombo - D. Booker - D. Lee - T. Craig - L. Shamet,PHX,1,84.2,150.0,50.0,100.0,50.0,50.0,50.0,100,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0
5,C. Paul - D. Saric - T. Craig - L. Shamet - D. Ayton,PHX,1,80.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,-300.0
6,D. Lee - J. Landale - D. Bazley - S. Lee - I. Wainright,PHX,1,75.8,100.0,50.0,50.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
7,B. Biyombo - D. Lee - S. Lee - D. Washington Jr. - I. Wainright,PHX,1,75.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,-400.0
8,B. Biyombo - D. Saric - D. Lee - M. Bridges - J. Okogie,PHX,1,75.0,250.0,50.0,50.0,100,50.0,50.0,100,100.0,100.0,100,0.0,100.0,100.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,250.0
9,C. Paul - T. Warren - D. Booker - T. Craig - J. Okogie,PHX,1,73.3,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,-200.0
10,C. Paul - B. Biyombo - D. Saric - M. Bridges - J. Okogie,PHX,1,72.2,100.0,33.3,100.0,33.3,33.3,66.7,50.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,33.3,0.0,0.0,33.3,-100.0
11,C. Paul - K. Durant - T. Ross - L. Shamet - D. Ayton,PHX,1,71.7,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,-100.0
12,K. Durant - D. Booker - C. Payne - T. Craig - J. Landale,PHX,1,71.7,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,-200.0
13,C. Paul - B. Biyombo - D. Lee - J. Okogie - J. Landale,PHX,1,71.1,0.0,0.0,100.0,0.0,0.0,66.7,0.0,0.0,0.0,0.0,33.3,33.3,66.7,0.0,33.3,0.0,0.0,0.0,33.3,0.0,-100.0
14,C. Paul - K. Durant - J. Okogie - D. Ayton - D. Bazley,PHX,1,70.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,-400.0
15,C. Paul - T. Ross - T. Warren - D. Booker - J. Landale,PHX,2,70.0,250.0,100.0,100.0,100,50.0,50.0,100,0.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,50.0,50.0,-150.0
16,C. Paul - T. Ross - T. Warren - D. Ayton - I. Wainright,PHX,1,68.3,200.0,100.0,100.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0
17,T. Ross - C. Payne - J. Okogie - D. Ayton - I. Wainright,PHX,1,68.3,0.0,0.0,200.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,50.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-200.0
18,D. Booker - C. Payne - J. Okogie - D. Ayton - C. Johnson,PHX,1,67.5,100.0,50.0,100.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0
19,D. Saric - T. Craig - M. Bridges - J. Okogie - J. Landale,PHX,1,66.7,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
20,B. Biyombo - D. Booker - T. Craig - S. Lee - I. Wainright,PHX,1,66.3,200.0,75.0,125.0,60.0,50.0,75.0,66.7,0.0,0.0,0.0,50.0,0.0,50.0,50.0,25.0,0.0,25.0,0.0,25.0,0.0,-75.0
21,D. Booker - D. Lee - T. Craig - J. Okogie - J. Landale,PHX,1,65.8,150.0,50.0,100.0,50.0,50.0,100.0,50.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0
22,D. Saric - D. Lee - J. Okogie - C. Johnson - D. Washington Jr.,PHX,1,64.4,100.0,33.3,100.0,33.3,33.3,66.7,50.0,0.0,0.0,0.0,0.0,66.7,66.7,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
23,C. Paul - T. Ross - D. Lee - T. Craig - D. Bazley,PHX,1,64.3,80.0,20.0,60.0,33.3,0.0,0.0,0.0,40.0,60.0,66.7,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,20.0,20.0,-80.0
24,T. Warren - D. Booker - C. Payne - T. Craig - D. Ayton,PHX,2,64.0,120.0,40.0,100.0,40.0,0.0,40.0,0.0,40.0,40.0,100,40.0,60.0,100.0,20.0,0.0,0.0,20.0,0.0,20.0,40.0,-40.0
25,C. Paul - K. Durant - B. Biyombo - T. Ross - I. Wainright,PHX,1,63.7,100.0,50.0,125.0,40.0,0.0,50.0,0.0,0.0,0.0,0.0,25.0,25.0,50.0,25.0,0.0,0.0,0.0,0.0,50.0,0.0,-75.0
26,D. Booker - D. Lee - T. Craig - L. Shamet - J. Landale,PHX,1,62.3,400.0,100.0,200.0,50.0,100.0,200.0,50.0,100.0,100.0,100,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,200.0
27,C. Paul - T. Ross - T. Craig - D. Ayton - I. Wainright,PHX,2,62.2,66.7,33.3,100.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,33.3,0.0,0.0,66.7,0.0,-233.3
28,T. Ross - D. Booker - C. Payne - J. Okogie - D. Ayton,PHX,2,61.7,100.0,40.0,80.0,50.0,20.0,40.0,50.0,0.0,0.0,0.0,0.0,20.0,20.0,40.0,0.0,0.0,0.0,0.0,20.0,0.0,-80.0
29,B. Biyombo - D. Saric - D. Lee - T. Craig - D. Washington Jr.,PHX,1,61.1,133.3,66.7,133.3,50.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,33.3,66.7,33.3,0.0,0.0,0.0,0.0,66.7,0.0,-66.7
30,D. Saric - D. Booker - D. Lee - J. Okogie - J. Landale,PHX,1,60.8,100.0,50.0,100.0,50.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,25.0,50.0,25.0,25.0,0.0,25.0,0.0,0.0,25.0,0.0
31,C. Paul - B. Biyombo - D. Booker - M. Bridges - J. Okogie,PHX,1,60.3,157.1,35.7,85.7,41.7,21.4,50.0,42.9,64.3,78.6,81.8,28.6,21.4,50.0,28.6,7.1,14.3,0.0,7.1,21.4,50.0,50.0
32,C. Paul - B. Biyombo - D. Saric - M. Bridges - I. Wainright,PHX,1,60.0,200.0,100.0,100.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,-400.0
33,D. Saric - D. Lee - M. Bridges - J. Landale - C. Johnson,PHX,1,60.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,200.0
