,Lineups,Team,GP,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-
1,H. Turkoglu - J. Jack - J. Calderon - M. Belinelli - D. DeRozan,TOR,1,88.0,0.0,0.0,300.0,0.0,0.0,100.0,0.0,0.0,200.0,0.0,300.0,100.0,400.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,-200.0
2,R. Nesterovic - H. Turkoglu - A. Wright - J. Jack - J. Calderon,TOR,2,82.6,100.0,50.0,100.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,-100.0
3,R. Nesterovic - C. Bosh - M. Banks - M. Belinelli - S. Weems,TOR,1,81.7,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,-200.0
4,H. Turkoglu - R. Evans - A. Johnson - J. Calderon - M. Belinelli,TOR,1,73.9,66.7,33.3,233.3,14.3,0.0,33.3,0.0,0.0,0.0,0.0,133.3,66.7,200.0,0.0,33.3,0.0,0.0,66.7,0.0,33.3,0.0
5,R. Nesterovic - H. Turkoglu - C. Bosh - M. Banks - M. Belinelli,TOR,1,71.7,100.0,0.0,50.0,0.0,0.0,50.0,0.0,100.0,100.0,100,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0
6,H. Turkoglu - C. Bosh - M. Banks - P. Mensah-Bonsu - M. Belinelli,TOR,1,70.0,140.0,60.0,120.0,50.0,20.0,20.0,100,0.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,40.0
7,R. Nesterovic - H. Turkoglu - R. Evans - A. Wright - J. Calderon,TOR,1,68.3,100.0,50.0,83.3,60.0,0.0,16.7,0.0,0.0,0.0,0.0,0.0,50.0,50.0,16.7,16.7,16.7,0.0,0.0,33.3,0.0,-33.3
8,R. Nesterovic - A. Wright - J. Calderon - A. Bargnani - D. DeRozan,TOR,1,66.7,250.0,100.0,150.0,66.7,0.0,0.0,0.0,50.0,50.0,100,50.0,0.0,50.0,100.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0
9,R. Evans - J. Jack - A. Johnson - M. Belinelli - D. DeRozan,TOR,1,66.3,100.0,50.0,75.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,25.0,0.0,-75.0
10,C. Bosh - J. Jack - J. Calderon - A. Bargnani - M. Belinelli,TOR,4,65.0,92.3,38.5,92.3,41.7,7.7,15.4,50.0,7.7,15.4,50.0,23.1,38.5,61.5,23.1,23.1,0.0,15.4,0.0,53.8,23.1,-69.2
11,J. Jack - A. Johnson - J. Calderon - A. Bargnani - D. DeRozan,TOR,1,64.2,100.0,0.0,50.0,0.0,0.0,0.0,0.0,100.0,100.0,100,0.0,100.0,100.0,0.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0
12,R. Evans - J. Jack - J. Calderon - A. Bargnani - S. Weems,TOR,1,64.2,100.0,50.0,100.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,100.0,0.0,50.0,0.0,-50.0
13,C. Bosh - A. Wright - J. Jack - P. Mensah-Bonsu - M. Belinelli,TOR,1,63.3,250.0,100.0,100.0,100,50.0,50.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,50.0,50.0,100.0
14,A. Wright - J. Jack - A. Johnson - J. Calderon - S. Weems,TOR,2,63.1,66.7,33.3,116.7,28.6,0.0,16.7,0.0,0.0,0.0,0.0,16.7,50.0,66.7,33.3,0.0,0.0,16.7,16.7,16.7,33.3,-16.7
15,M. Banks - A. Wright - A. Johnson - P. O'Bryant - S. Weems,TOR,2,62.8,33.3,0.0,66.7,0.0,0.0,0.0,0.0,33.3,66.7,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,33.3,-100.0
16,R. Evans - C. Bosh - J. Jack - S. Weems - D. DeRozan,TOR,2,62.5,100.0,50.0,83.3,60.0,0.0,16.7,0.0,0.0,0.0,0.0,0.0,33.3,33.3,33.3,16.7,16.7,0.0,0.0,16.7,16.7,16.7
17,H. Turkoglu - C. Bosh - M. Banks - J. Jack - A. Bargnani,TOR,1,61.1,100.0,44.4,88.9,50.0,11.1,33.3,33.3,0.0,0.0,0.0,0.0,33.3,33.3,33.3,33.3,0.0,0.0,22.2,44.4,11.1,0.0
18,J. Jack - A. Johnson - M. Belinelli - S. Weems - D. DeRozan,TOR,1,60.4,141.7,58.3,100.0,58.3,16.7,33.3,50.0,8.3,16.7,50.0,16.7,33.3,50.0,33.3,8.3,8.3,8.3,0.0,16.7,8.3,33.3
19,C. Bosh - A. Wright - J. Calderon - M. Belinelli - S. Weems,TOR,1,60.2,142.9,57.1,85.7,66.7,0.0,28.6,0.0,28.6,28.6,100,0.0,42.9,42.9,42.9,0.0,0.0,0.0,0.0,42.9,14.3,14.3
20,C. Bosh - M. Banks - A. Johnson - S. Weems - D. DeRozan,TOR,2,59.8,66.7,33.3,66.7,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7,66.7,0.0,0.0,0.0,0.0,33.3,33.3,0.0,66.7
21,H. Turkoglu - R. Evans - J. Jack - A. Bargnani - D. DeRozan,TOR,4,59.2,81.8,36.4,81.8,44.4,0.0,0.0,0.0,9.1,9.1,100,9.1,9.1,18.2,9.1,18.2,9.1,0.0,9.1,54.5,27.3,-27.3
22,R. Nesterovic - A. Wright - J. Jack - A. Johnson - D. DeRozan,TOR,1,59.0,142.9,42.9,128.6,33.3,28.6,42.9,66.7,28.6,28.6,100,42.9,14.3,57.1,28.6,0.0,14.3,0.0,0.0,14.3,14.3,42.9
23,H. Turkoglu - C. Bosh - M. Banks - A. Johnson - M. Belinelli,TOR,5,58.0,100.0,35.1,78.4,44.8,8.1,16.2,50.0,21.6,32.4,66.7,5.4,43.2,48.6,21.6,13.5,10.8,10.8,0.0,29.7,32.4,32.4
24,R. Nesterovic - H. Turkoglu - J. Jack - A. Johnson - M. Belinelli,TOR,1,57.9,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,-100.0
25,H. Turkoglu - R. Evans - J. Jack - A. Johnson - S. Weems,TOR,1,57.8,66.7,33.3,116.7,28.6,0.0,0.0,0.0,0.0,0.0,0.0,16.7,16.7,33.3,16.7,16.7,16.7,0.0,16.7,100.0,16.7,16.7
26,M. Banks - A. Wright - A. Johnson - M. Belinelli - S. Weems,TOR,3,57.7,83.3,33.3,83.3,40.0,16.7,33.3,50.0,0.0,0.0,0.0,16.7,50.0,66.7,16.7,33.3,0.0,16.7,16.7,33.3,33.3,83.3
27,C. Bosh - M. Banks - A. Wright - A. Bargnani - S. Weems,TOR,1,57.6,142.9,28.6,100.0,28.6,14.3,28.6,50.0,71.4,85.7,83.3,42.9,28.6,71.4,14.3,0.0,0.0,28.6,0.0,14.3,42.9,-14.3
