,Lineups,Team,GP,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-
1,L. Williams - D. Gallinari - K. Huerter - O. Okongwu - S. Mays,ATL,1,93.3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
2,D. Gallinari - D. Wright - K. Huerter - K. Knox II - O. Okongwu,ATL,1,86.7,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,-400.0
3,S. Hill - J. Collins - K. Huerter - T. Young - C. Reddish,ATL,1,74.2,100.0,50.0,150.0,33.3,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,50.0,100.0,0.0,-50.0
4,L. Williams - D. Gallinari - B. Bogdanovic - J. Collins - T. Young,ATL,2,73.3,200.0,100.0,100.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,D. Gallinari - C. Capela - B. Bogdanovic - D. Wright - D. Hunter,ATL,2,71.1,166.7,66.7,100.0,66.7,33.3,33.3,100,0.0,0.0,0.0,0.0,33.3,33.3,66.7,0.0,0.0,0.0,0.0,66.7,0.0,33.3
6,K. Huerter - K. Knox II - T. Young - D. Hunter - O. Okongwu,ATL,1,70.3,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,-200.0
7,D. Wright - K. Huerter - K. Knox II - T. Young - O. Okongwu,ATL,1,69.2,100.0,50.0,100.0,50.0,0.0,0.0,0.0,0.0,100.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,-200.0
8,S. Hill - C. Capela - B. Bogdanovic - K. Huerter - T. Young,ATL,1,68.9,200.0,66.7,100.0,66.7,0.0,33.3,0.0,66.7,66.7,100,33.3,66.7,100.0,0.0,0.0,0.0,0.0,0.0,66.7,33.3,33.3
9,D. Wright - J. Collins - T. Young - D. Hunter - O. Okongwu,ATL,1,66.7,100.0,50.0,50.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,100.0,50.0,-50.0
10,C. Capela - D. Wright - J. Collins - C. Reddish - S. Mays,ATL,1,65.6,0.0,0.0,133.3,0.0,0.0,33.3,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,33.3,33.3,33.3,0.0,-66.7
11,G. Dieng - B. Bogdanovic - D. Wright - K. Huerter - D. Hunter,ATL,1,65.3,100.0,50.0,83.3,60.0,0.0,16.7,0.0,0.0,0.0,0.0,0.0,50.0,50.0,33.3,16.7,0.0,0.0,0.0,33.3,0.0,-33.3
12,L. Williams - B. Bogdanovic - D. Wright - T. Luwawu-Cabarrot - O. Okongwu,ATL,2,64.2,66.7,33.3,116.7,28.6,0.0,33.3,0.0,0.0,0.0,0.0,16.7,0.0,16.7,16.7,0.0,0.0,0.0,0.0,33.3,33.3,-166.7
13,L. Williams - D. Gallinari - D. Wright - T. Young - O. Okongwu,ATL,1,63.8,200.0,66.7,100.0,66.7,33.3,66.7,50.0,33.3,33.3,100,0.0,33.3,33.3,33.3,0.0,0.0,33.3,0.0,33.3,33.3,33.3
14,S. Hill - T. Luwawu-Cabarrot - S. Mays - S. Cooper - J. Johnson,ATL,1,62.5,0.0,0.0,100.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0
15,D. Gallinari - S. Hill - D. Wright - J. Collins - K. Huerter,ATL,1,61.7,133.3,33.3,33.3,100,0.0,0.0,0.0,66.7,66.7,100,0.0,66.7,66.7,0.0,0.0,0.0,0.0,0.0,0.0,66.7,66.7
16,D. Gallinari - G. Dieng - D. Wright - T. Young - C. Reddish,ATL,1,60.6,166.7,33.3,66.7,50.0,33.3,33.3,100,66.7,66.7,100,0.0,66.7,66.7,33.3,0.0,0.0,33.3,0.0,33.3,33.3,100.0
17,D. Wright - T. Luwawu-Cabarrot - K. Huerter - T. Young - O. Okongwu,ATL,1,60.0,200.0,100.0,100.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,200.0
18,G. Dieng - D. Wright - J. Collins - K. Huerter - C. Reddish,ATL,2,60.0,142.9,57.1,100.0,57.1,14.3,14.3,100,14.3,28.6,50.0,14.3,57.1,71.4,28.6,14.3,0.0,14.3,14.3,42.9,14.3,114.3
19,L. Stephenson - B. Bogdanovic - D. Wright - J. Collins - C. Reddish,ATL,1,59.7,140.0,40.0,80.0,50.0,20.0,40.0,50.0,40.0,40.0,100,20.0,20.0,40.0,20.0,0.0,20.0,0.0,0.0,20.0,20.0,0.0
20,G. Dieng - S. Hill - B. Bogdanovic - K. Huerter - T. Young,ATL,1,58.9,166.7,66.7,100.0,66.7,33.3,66.7,50.0,0.0,0.0,0.0,0.0,33.3,33.3,33.3,0.0,0.0,0.0,0.0,33.3,0.0,33.3
21,D. Gallinari - B. Bogdanovic - D. Wright - J. Collins - C. Reddish,ATL,1,58.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,-300.0
22,D. Gallinari - B. Bogdanovic - T. Young - C. Reddish - O. Okongwu,ATL,1,58.3,66.7,0.0,66.7,0.0,0.0,33.3,0.0,66.7,66.7,100,0.0,33.3,33.3,0.0,0.0,0.0,0.0,0.0,0.0,33.3,-100.0
23,C. Capela - T. Luwawu-Cabarrot - K. Huerter - T. Young - S. Mays,ATL,1,57.9,0.0,0.0,75.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-225.0
24,D. Gallinari - G. Dieng - B. Bogdanovic - D. Wright - T. Young,ATL,1,57.6,71.4,28.6,85.7,33.3,14.3,71.4,20.0,0.0,0.0,0.0,0.0,14.3,14.3,14.3,14.3,14.3,0.0,0.0,14.3,0.0,-85.7
25,G. Dieng - B. Bogdanovic - C. Reddish - S. Mays - M. Hill,ATL,1,57.6,214.3,57.1,100.0,57.1,42.9,42.9,100,57.1,57.1,100,28.6,28.6,57.1,57.1,0.0,0.0,0.0,0.0,28.6,42.9,71.4
26,L. Williams - D. Wright - K. Huerter - D. Hunter - O. Okongwu,ATL,1,57.3,100.0,40.0,80.0,50.0,20.0,40.0,50.0,0.0,0.0,0.0,0.0,60.0,60.0,40.0,20.0,0.0,0.0,0.0,60.0,0.0,0.0
27,B. Bogdanovic - D. Wright - W. Iwundu - O. Okongwu - S. Mays,ATL,1,57.1,50.0,25.0,125.0,20.0,0.0,25.0,0.0,0.0,0.0,0.0,50.0,25.0,75.0,0.0,25.0,25.0,0.0,50.0,25.0,0.0,-75.0
28,D. Gallinari - B. Bogdanovic - D. Wright - D. Hunter - O. Okongwu,ATL,4,57.1,76.5,35.3,94.1,37.5,5.9,29.4,20.0,0.0,0.0,0.0,5.9,29.4,35.3,17.6,11.8,0.0,11.8,0.0,29.4,11.8,-64.7
29,C. Capela - D. Wright - J. Collins - T. Young - D. Hunter,ATL,5,56.7,63.0,25.9,107.4,24.1,3.7,55.6,6.7,7.4,14.8,50.0,29.6,25.9,55.6,22.2,11.1,3.7,3.7,0.0,25.9,18.5,-55.6
