,Lineups,Team,GP,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-
1,T. Evans - C. Joseph - B. Bogdanovic - K. O'Quinn - V. Oladipo,IND,1,71.7,250.0,100.0,100.0,100,50.0,50.0,100,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0
2,T. Young - T. Evans - B. Bogdanovic - D. McDermott - D. Sabonis,IND,1,62.8,133.3,50.0,100.0,50.0,0.0,33.3,0.0,33.3,33.3,100,33.3,33.3,66.7,16.7,16.7,0.0,0.0,0.0,66.7,16.7,-33.3
3,C. Joseph - K. O'Quinn - D. McDermott - D. Sabonis - A. Holiday,IND,1,60.0,200.0,100.0,100.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
4,D. Collison - W. Matthews - B. Bogdanovic - K. O'Quinn - T. Leaf,IND,1,59.0,180.0,60.0,60.0,100,20.0,20.0,100,40.0,40.0,100,0.0,40.0,40.0,60.0,20.0,20.0,0.0,0.0,20.0,20.0,100.0
5,D. Collison - W. Matthews - D. McDermott - D. Sabonis - T. Leaf,IND,1,58.3,150.0,50.0,50.0,100,50.0,50.0,100,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,-100.0
6,T. Evans - D. Collison - C. Joseph - D. McDermott - M. Turner,IND,1,58.3,200.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,100,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
7,D. McDermott - T. Leaf - E. Sumner - D. Reed - A. Holiday,IND,1,57.5,100.0,50.0,150.0,33.3,0.0,50.0,0.0,0.0,0.0,0.0,50.0,50.0,100.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0
8,T. Evans - M. Turner - D. Sabonis - E. Sumner - A. Holiday,IND,2,56.9,70.0,30.0,110.0,27.3,0.0,30.0,0.0,10.0,30.0,33.3,30.0,30.0,60.0,20.0,20.0,0.0,0.0,0.0,30.0,30.0,-120.0
9,T. Young - T. Evans - D. Collison - D. McDermott - M. Turner,IND,1,56.2,85.7,42.9,100.0,42.9,0.0,28.6,0.0,0.0,0.0,0.0,14.3,28.6,42.9,14.3,14.3,14.3,28.6,0.0,0.0,0.0,-42.9
10,T. Evans - C. Joseph - B. Bogdanovic - D. McDermott - M. Turner,IND,11,55.6,109.1,36.4,68.2,53.3,9.1,13.6,66.7,27.3,31.8,85.7,9.1,22.7,31.8,18.2,18.2,0.0,4.5,0.0,45.5,36.4,-77.3
11,T. Evans - D. Collison - C. Joseph - K. O'Quinn - D. Sabonis,IND,1,54.6,150.0,75.0,100.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,25.0,0.0,0.0,25.0,25.0,50.0,0.0,75.0
12,C. Joseph - B. Bogdanovic - K. O'Quinn - D. Sabonis - A. Holiday,IND,1,54.2,91.7,41.7,91.7,45.5,8.3,16.7,50.0,0.0,0.0,0.0,8.3,58.3,66.7,16.7,25.0,8.3,0.0,8.3,25.0,16.7,0.0
13,T. Young - B. Bogdanovic - D. McDermott - D. Sabonis - A. Holiday,IND,3,54.1,130.0,60.0,85.0,70.6,10.0,15.0,66.7,0.0,0.0,0.0,0.0,30.0,30.0,50.0,10.0,0.0,5.0,5.0,30.0,25.0,-5.0
14,T. Young - W. Matthews - C. Joseph - D. McDermott - T. Leaf,IND,1,54.0,120.0,60.0,90.0,66.7,0.0,10.0,0.0,0.0,0.0,0.0,20.0,30.0,50.0,20.0,20.0,10.0,0.0,0.0,10.0,20.0,10.0
15,T. Evans - D. Collison - K. O'Quinn - D. McDermott - A. Johnson,IND,1,53.9,166.7,66.7,100.0,66.7,33.3,33.3,100,0.0,0.0,0.0,0.0,33.3,33.3,66.7,0.0,0.0,0.0,0.0,66.7,0.0,-33.3
16,T. Evans - C. Joseph - B. Bogdanovic - D. Sabonis - A. Holiday,IND,1,53.7,100.0,40.0,160.0,25.0,0.0,0.0,0.0,20.0,20.0,100,60.0,40.0,100.0,40.0,0.0,0.0,20.0,0.0,20.0,40.0,0.0
